Gene ID	source_id	Organism	Product Description	Fold Change	Chosen Ref (floor)	Chosen Comp (floor)	3D7 2020 sense - 0hr 3D7 DAFT-seq	3D7 2020 sense - 8hr 3D7 DAFT-seq	3D7 2020 sense - 16hr 3D7 DAFT-seq	3D7 2020 sense - 40hr 3D7 DAFT-seq	3D7 2020 sense - 32hr 3D7 DAFT-seq	3D7 2020 sense - 48hr 3D7 DAFT-seq	3D7 2020 sense - 24hr 3D7 DAFT-seq
PF3D7_1147700	PF3D7_1147700.1	Plasmodium falciparum 3D7	ATP synthase subunit delta, mitochondrial, putative	1	78.55	78.55	93.49	68.24	49.98	86	91.63	74.18	87.45
PF3D7_1147800	PF3D7_1147800.1	Plasmodium falciparum 3D7	membrane associated erythrocyte binding-like protein	1	15.12	15.12	22.18	18.61	23.94	11.43	9.89	16.11	10.08
PF3D7_1147800	PF3D7_1147800.2	Plasmodium falciparum 3D7	membrane associated erythrocyte binding-like protein	1	15.12	15.12	22.18	18.61	23.94	11.43	9.89	16.11	10.08
PF3D7_1147900	PF3D7_1147900.1	Plasmodium falciparum 3D7	peroxisome assembly protein 22, putative	1	101.14	101.14	99.25	149.5	94.06	111.08	74.38	70.59	111.23
PF3D7_1148000	PF3D7_1148000.1	Plasmodium falciparum 3D7	serine/threonine protein kinase, putative	1	102.85	102.85	73.02	59.21	59.56	118.5	191.73	83.27	136.68
PF3D7_1148700	PF3D7_1148700.1	Plasmodium falciparum 3D7	Plasmodium exported protein (PHISTc), unknown function	1	306.30	306.3	250.23	698.82	684.19	75.65	79.45	180.1	193.85
PF3D7_1148800	PF3D7_1148800.1	Plasmodium falciparum 3D7	Plasmodium exported protein (hyp11), unknown function	1	36.77	36.77	85.32	105	13.76	10.18	5.03	27.44	12.94
PF3D7_1148900	PF3D7_1148900.1	Plasmodium falciparum 3D7	Plasmodium exported protein, unknown function	1	125.69	125.69	243.68	280.47	138.88	44.59	8.12	136.42	29.14
PF3D7_1149000	PF3D7_1149000.1	Plasmodium falciparum 3D7	antigen 332, DBL-like protein	1	382.29	382.29	67.63	107.26	733.15	232.83	585.11	100.8	1030.13
PF3D7_1149100	PF3D7_1149100.1	Plasmodium falciparum 3D7	Plasmodium exported protein, unknown function	1	316.54	316.54	145.18	238.89	701.1	323.81	870.62	268.51	978.93
PF3D7_1149100	PF3D7_1149100.2	Plasmodium falciparum 3D7	Plasmodium exported protein, unknown function	1	316.54	316.54	145.18	238.89	701.1	323.81	870.62	268.51	978.93
PF3D7_1149200	PF3D7_1149200.1	Plasmodium falciparum 3D7	ring-infected erythrocyte surface antigen	1	1907.16	1907.16	4484.15	2375.15	1166.26	1338	152.71	3805.91	261.67
PF3D7_1149300	PF3D7_1149300.1	Plasmodium falciparum 3D7	serine/threonine protein kinase, FIKK family	1	39.13	39.13	90.51	39.88	19.69	27.98	14.29	57.81	24.96
PF3D7_1149400	PF3D7_1149400.1	Plasmodium falciparum 3D7	Plasmodium exported protein, unknown function	1	196.82	196.82	45.32	86.07	454.48	72.23	194.64	41.95	484.65
PF3D7_1149600	PF3D7_1149600.1	Plasmodium falciparum 3D7	DnaJ protein, putative	1	187.73	187.73	377.78	316.18	199.53	88.5	22.54	244.75	66.93
PF3D7_1149700	PF3D7_1149700.1	Plasmodium falciparum 3D7	Plasmodium exported protein (PHISTa), unknown function, fragment	1	5.52 (8.57)	5.52 (8.57)	11.47	10.38	8.32	3.62	0	2.66	4.81
PF3D7_1149800	PF3D7_1149800.1	Plasmodium falciparum 3D7	rifin	1	2.09 (2.34)	2.09 (2.34)	0.31	1.89	5.9	0.74	1.36	0.73	3.72
PF3D7_1149900	PF3D7_1149900.1	Plasmodium falciparum 3D7	stevor	1	3.97	3.97	0.64	2.66	8.33	1.51	3.72	1.74	9.16
PF3D7_1150000	PF3D7_1150000.1	Plasmodium falciparum 3D7	rifin	1	0.22 (1.99)	0.22 (1.99)	0	0.2	0.39	0	0.39	0.21	0.37
PF3D7_1150200	PF3D7_1150200.1	Plasmodium falciparum 3D7	rifin	1	0.07 (2.17)	0.07 (2.17)	0.29	0	0	0.23	0	0	0
PF3D7_1150300	PF3D7_1150300.1	Plasmodium falciparum 3D7	rifin	1	0.32 (2.15)	0.32 (2.15)	0.29	0.87	0.42	0.23	0	1.56	0.4
PF3D7_1150400	PF3D7_1150400.1	Plasmodium falciparum 3D7	erythrocyte membrane protein 1, PfEMP1	1	3.62	3.62	2.94	9.35	6.83	0.8	0.46	3.48	1.5
PF3D7_1200100	PF3D7_1200100.1	Plasmodium falciparum 3D7	erythrocyte membrane protein 1, PfEMP1	1	42.53	42.53	34.02	36.81	42.6	53.82	39.18	58.35	35.41
PF3D7_1200200	PF3D7_1200200.1	Plasmodium falciparum 3D7	rifin	1	0.98 (1.94)	0.98 (1.94)	0.78	1.38	1.7	2.06	0.19	0.4	0.36
PF3D7_1200300	PF3D7_1200300.1	Plasmodium falciparum 3D7	rifin	1	0.88 (2.13)	0.88 (2.13)	1.43	2.36	1.03	0.22	0	1.11	0
PF3D7_1200400	PF3D7_1200400.1	Plasmodium falciparum 3D7	erythrocyte membrane protein 1, PfEMP1	1	5.73	5.73	5.35	12.31	7.25	3.6	2.91	6.18	3.02
PF3D7_1200500	PF3D7_1200500.1	Plasmodium falciparum 3D7	rifin	1	21.66	21.66	21.14	19.5	25.42	28.14	18.13	30.79	15.15
PF3D7_1200600	PF3D7_1200600.1	Plasmodium falciparum 3D7	erythrocyte membrane protein 1, PfEMP1	1	25.56	25.56	36.07	51	33.05	14.13	6	39.66	11.78
PF3D7_1200610	PF3D7_1200610.1	Plasmodium falciparum 3D7	VAR2CSA uORF	1	0.00 (6.14)	0 (6.14)	56.8	96.3	50.66	16.89	2.99	43.98	10.35
PF3D7_1200700	PF3D7_1200700.1	Plasmodium falciparum 3D7	acyl-CoA synthetase	1	633.40	633.4	1476.64	1168.01	336.74	361.36	35.03	999.77	67.33
PF3D7_1200800	PF3D7_1200800.1	Plasmodium falciparum 3D7	serine/threonine protein kinase, FIKK family	1	78.46	78.46	103.73	131.76	89.48	44.25	30.67	81.61	69.7
PF3D7_1200900	PF3D7_1200900.1	Plasmodium falciparum 3D7	Plasmodium exported protein (PHISTc), unknown function	1	110.05	110.05	128.49	201.39	132.75	48.17	52.67	60.31	150.76
PF3D7_1201000	PF3D7_1201000.1	Plasmodium falciparum 3D7	Plasmodium exported protein (PHISTb), unknown function	1	495.83	495.83	119	169.99	1240.83	168.87	522.92	98.62	1285.56
PF3D7_1201100	PF3D7_1201100.1	Plasmodium falciparum 3D7	RESA-like protein with PHIST and DnaJ domains	1	46.08	46.08	10.04	48.53	164.19	6.37	11.03	6.24	76.43
PF3D7_1201200	PF3D7_1201200.1	Plasmodium falciparum 3D7	Plasmodium exported protein (PHISTa-like), unknown function	1	236.95	236.95	643.81	386.55	118.48	129.82	39.67	277.4	64.56
PF3D7_1201300	PF3D7_1201300.1	Plasmodium falciparum 3D7	liver stage associated protein 1	1	4.97 (6.88)	4.97 (6.88)	9.21	9.76	4.68	3.64	0	4.3	3.22
PF3D7_1201400	PF3D7_1201400.1	Plasmodium falciparum 3D7	Plasmodium exported protein, unknown function	1	18.65	18.65	25.95	24.97	17.59	13.25	13.66	19.16	17.11
PF3D7_1201500	PF3D7_1201500.1	Plasmodium falciparum 3D7	GPN-loop GTPase, putative	1	155.79	155.79	174.54	254.67	222.38	72.29	76.48	115.17	177.16
PF3D7_1201600	PF3D7_1201600.1	Plasmodium falciparum 3D7	NIMA related kinase 3	1	22.65	22.65	26.28	21.38	15	34.3	18.33	26.36	17.62
PF3D7_1201700	PF3D7_1201700.1	Plasmodium falciparum 3D7	conserved Plasmodium membrane protein, unknown function	1	20.88	20.88	23.09	12.34	12.73	21.75	36.53	18.17	22.85
PF3D7_1201800	PF3D7_1201800.1	Plasmodium falciparum 3D7	cytochrome c oxidase assembly protein COX19, putative	1	27.95	27.95	23.81	18.25	13.49	33.22	43.75	24.98	39.89
PF3D7_1201900	PF3D7_1201900.1	Plasmodium falciparum 3D7	conserved protein, unknown function	1	97.96	97.96	64.3	78.17	97.59	102.75	135.72	80	133.5
PF3D7_1202000	PF3D7_1202000.1	Plasmodium falciparum 3D7	ATP-dependent DNA/RNA helicase PSH2	1	89.92	89.92	65.76	93.1	112.04	77.87	87.68	68.9	128.71
PF3D7_1202100	PF3D7_1202100.1	Plasmodium falciparum 3D7	SRAP domain-containing protein, putative	1	148.03	148.03	105.61	105.31	145.48	175.64	206.63	149.37	164.09
PF3D7_1202100	PF3D7_1202100.2	Plasmodium falciparum 3D7	SRAP domain-containing protein, putative	1	148.03	148.03	105.61	105.31	145.48	175.64	206.63	149.37	164.09
PF3D7_1202200	PF3D7_1202200.1	Plasmodium falciparum 3D7	mitochondrial phosphate carrier protein	1	123.14	123.14	73.58	81.25	89.45	192.48	172.31	142.64	110.79
PF3D7_1202300	PF3D7_1202300.1	Plasmodium falciparum 3D7	dynein heavy chain, putative	1	27.60	27.6	36.9	31.58	24.39	25.87	23.19	30.38	21.38
PF3D7_1202400	PF3D7_1202400.1	Plasmodium falciparum 3D7	peptidyl-prolyl cis-trans isomerase	1	45.45	45.45	31.59	39.81	31.77	50.61	55.64	48.13	64.02
PF3D7_1202500	PF3D7_1202500.1	Plasmodium falciparum 3D7	trimethylguanosine synthase, putative	1	46.91	46.91	60.43	62.58	46.19	32.94	41.12	41.75	46.56
PF3D7_1202600	PF3D7_1202600.1	Plasmodium falciparum 3D7	nuclear export mediator factor NEMF, putative	1	505.79	505.79	437.2	430.7	437.04	681.79	630.48	588.85	395.65
PF3D7_1202700	PF3D7_1202700.1	Plasmodium falciparum 3D7	AATF domain-containing protein, putative	1	94.38	94.38	132.06	141.74	131.99	49.42	46.7	67.22	94.18
PF3D7_1202800	PF3D7_1202800.1	Plasmodium falciparum 3D7	DNA/RNA-binding protein, putative	1	49.00	49	58.06	59.26	63.27	33.89	39.6	34.1	60.43
PF3D7_1202900	PF3D7_1202900.1	Plasmodium falciparum 3D7	high mobility group protein B1	1	717.57	717.57	873.15	544.32	505.74	909.16	931.97	753.85	513.7
PF3D7_1203000	PF3D7_1203000.1	Plasmodium falciparum 3D7	origin recognition complex subunit 1	1	126.02	126.02	115.1	79.37	79.53	159.97	196.41	127.42	126.35
PF3D7_1203100	PF3D7_1203100.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	157.10	157.1	214.99	196.68	218.39	88.78	138.47	116.01	137.75
PF3D7_1203200	PF3D7_1203200.1	Plasmodium falciparum 3D7	signal recognition particle subunit SRP14	1	65.86	65.86	61.18	90	87.09	44.94	57.38	53.31	68.85
PF3D7_1203300	PF3D7_1203300.1	Plasmodium falciparum 3D7	TBCC domain-containing protein, putative	1	56.62	56.62	62.37	42.09	34.97	71.54	81.99	60.09	69.96
PF3D7_1203400	PF3D7_1203400.1	Plasmodium falciparum 3D7	major facilitator superfamily domain-containing protein, putative	1	132.12	132.12	116.69	67.54	69.85	196.91	213.96	136.66	147.34
PF3D7_1203500	PF3D7_1203500.1	Plasmodium falciparum 3D7	threonylcarbamoyl-AMP synthase, putative	1	186.61	186.61	185.94	340.76	234.27	98.97	112.27	161.91	183.92
PF3D7_1203600	PF3D7_1203600.1	Plasmodium falciparum 3D7	cytochrome c1 heme lyase, putative	1	35.19	35.19	49.97	38.79	39.62	26.17	31.79	29.02	36.86
PF3D7_1203700	PF3D7_1203700.1	Plasmodium falciparum 3D7	nucleosome assembly protein	1	1206.14	1206.14	1558.36	1543.19	1412.14	835.87	806.53	985.03	1327.36
PF3D7_1203900	PF3D7_1203900.1	Plasmodium falciparum 3D7	ubiquitin-conjugating enzyme E2	1	976.58	976.58	800.81	907.3	949.07	1182.87	943.28	1281.46	831.39
PF3D7_1204000	PF3D7_1204000.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	14.23	14.23	18.07	18.17	15.26	11.88	7.02	23.34	5.89
PF3D7_1204100	PF3D7_1204100.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	39.75	39.75	41.49	25.81	34.83	34.76	56.86	36.45	48.94
PF3D7_1204200	PF3D7_1204200.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	41.79	41.79	38.99	43.07	31.4	39.18	43.1	43.47	54.63
PF3D7_1204300	PF3D7_1204300.1	Plasmodium falciparum 3D7	eukaryotic translation initiation factor 5A	1	693.58	693.58	546.25	704.75	1059.16	434.71	727.42	428.88	962.9
PF3D7_1204400	PF3D7_1204400.1	Plasmodium falciparum 3D7	sexual stage-specific protein G37, putative	1	19.41	19.41	17.76	25.36	19.62	15.81	11.89	24.25	22.68
PF3D7_1204500	PF3D7_1204500.1	Plasmodium falciparum 3D7	snRNA-activating protein complex subunit 1, putative	1	44.96	44.96	28.15	55.48	43.03	32.04	41.22	27.67	88.34
PF3D7_1204600	PF3D7_1204600.1	Plasmodium falciparum 3D7	cytidine deaminase, putative	1	47.84	47.84	45	109.76	82.03	17.52	25.99	28.21	55.53
PF3D7_1204700	PF3D7_1204700.1	Plasmodium falciparum 3D7	conserved protein, unknown function	1	47.11	47.11	40.02	50.46	45.69	46.4	63.69	50.96	56.32
PF3D7_1204900	PF3D7_1204900.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	56.67	56.67	161.55	42.31	16.11	64.29	17.32	91.16	10.63
PF3D7_1205000	PF3D7_1205000.1	Plasmodium falciparum 3D7	conserved protein, unknown function	1	100.43	100.43	112.66	79.57	47.87	153.28	106.35	138.29	69.05
PF3D7_1205100	PF3D7_1205100.1	Plasmodium falciparum 3D7	O-phosphoseryl-tRNA(Sec) selenium transferase, putative	1	48.25	48.25	28.93	46.96	69.05	38.53	43.93	32.97	78.11
PF3D7_1205200	PF3D7_1205200.1	Plasmodium falciparum 3D7	HAD domain ookinete protein, putative	1	12.04	12.04	9.68	7.01	2.44	29.62	15.47	12.89	7.5
PF3D7_1205300	PF3D7_1205300.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	26.59	26.59	20.74	15.42	9.19	32.11	42.76	19.93	46.29
PF3D7_1205400	PF3D7_1205400.1	Plasmodium falciparum 3D7	kelch domain-containing protein, putative	1	81.91	81.91	84.81	94.39	63.41	90.18	79.28	67.53	95.39
PF3D7_1205500	PF3D7_1205500.1	Plasmodium falciparum 3D7	zinc finger protein, putative	1	566.56	566.56	742.7	621.25	363.74	663.41	411.53	862.11	318.07
PF3D7_1205600	PF3D7_1205600.1	Plasmodium falciparum 3D7	tetratricopeptide repeat protein, putative	1	285.52	285.52	160.44	152.02	290.1	267.7	424.33	210.76	506.18
PF3D7_1205700	PF3D7_1205700.1	Plasmodium falciparum 3D7	targeted glyoxalase II	1	53.42	53.42	54.21	53.75	40.2	47.86	53.86	38.88	86.86
PF3D7_1205800	PF3D7_1205800.1	Plasmodium falciparum 3D7	high mobility group protein B3, putative	1	477.19	477.19	569.61	481.05	415.05	473.57	463.82	517.16	440.52
PF3D7_1205900	PF3D7_1205900.1	Plasmodium falciparum 3D7	conserved protein, unknown function	1	215.29	215.29	195.81	225.94	221.79	222.58	235.01	196.3	214.14
PF3D7_1206000	PF3D7_1206000.1	Plasmodium falciparum 3D7	shewanella-like protein phosphatase 2	1	63.79	63.79	102.59	34.02	10.41	141.63	48.37	103.63	12.16
PF3D7_1206100	PF3D7_1206100.1	Plasmodium falciparum 3D7	IMP-specific 5'-nucleotidase 1	1	20.65	20.65	20.55	26.46	20.33	30.15	12.66	35.25	14.75
PF3D7_1206200	PF3D7_1206200.1	Plasmodium falciparum 3D7	eukaryotic translation initiation factor 3 subunit C, putative	1	378.11	378.11	320.35	445.37	504.4	233.95	386.64	264.54	504.16
PF3D7_1206300	PF3D7_1206300.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	141.49	141.49	246.71	51.09	29.7	300.47	119.57	226.03	23.77
PF3D7_1206400	PF3D7_1206400.1	Plasmodium falciparum 3D7	thiosulfate sulfurtransferase, putative	1	17.04	17.04	37.54	8.11	2.82	37.42	11.3	23.08	2.2
PF3D7_1206500	PF3D7_1206500.1	Plasmodium falciparum 3D7	Tat binding protein 1(TBP-1)-interacting protein, putative	1	91.78	91.78	134.48	83.55	102.81	88.82	69.96	124.03	65.27
PF3D7_1206600	PF3D7_1206600.1	Plasmodium falciparum 3D7	DNA-directed RNA polymerase III subunit RPC2, putative	1	163.51	163.51	144.39	275.41	251.62	69.54	100.95	109.44	196.86
PF3D7_1206700	PF3D7_1206700.1	Plasmodium falciparum 3D7	eukaryotic translation initiation factor 5, putative	1	431.95	431.95	541.49	456.41	475.18	306.12	421.16	345.96	484.14
PF3D7_1206800	PF3D7_1206800.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	70.41	70.41	74.15	103.38	56.68	39.44	56.16	44.09	138.59
PF3D7_1206900	PF3D7_1206900.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	25.89	25.89	40.05	29.42	24.1	30.09	25.12	30.17	25.72
PF3D7_1207000	PF3D7_1207000.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	247.51	247.51	246.64	116.71	103.02	385.51	409.15	259.26	219.03
PF3D7_1207100	PF3D7_1207100.1	Plasmodium falciparum 3D7	pre-rRNA-processing protein ESF1, putative	1	442.39	442.39	614.99	446.12	496.63	326.66	383.96	439.49	398.62
PF3D7_1207200	PF3D7_1207200.1	Plasmodium falciparum 3D7	zinc finger protein, putative	1	41.27	41.27	44.63	38.19	23.97	48.19	50.61	40.52	43.73
PF3D7_1207300	PF3D7_1207300.1	Plasmodium falciparum 3D7	LIMP protein, putative	1	22.35	22.35	22.43	39.97	19.51	12.04	10.45	25.06	26.98
PF3D7_1207400	PF3D7_1207400.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	12.19	12.19	17.44	10.73	13.01	12.63	6.53	18.74	8.02
PF3D7_1207500	PF3D7_1207500.1	Plasmodium falciparum 3D7	RNA-binding protein, putative	1	29.59	29.59	33.65	16.11	14.76	37.26	39.8	24.04	42.24
PF3D7_1207600	PF3D7_1207600.1	Plasmodium falciparum 3D7	tRNA dimethylallyltransferase, putative	1	89.94	89.94	64.43	120.98	135.98	40.62	72.65	51.28	145.17
PF3D7_1207700	PF3D7_1207700.1	Plasmodium falciparum 3D7	41-3 protein	1	21.03	21.03	15.74	23.42	22.06	22.2	12.41	34.6	20.75
PF3D7_1207800	PF3D7_1207800.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	19.55	19.55	15.1	12.59	22.82	14.06	29.67	19.98	24.15
PF3D7_1207900	PF3D7_1207900.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	22.14	22.14	21.61	25.88	18.31	15.07	20.56	15.67	38.88
PF3D7_1208000	PF3D7_1208000.1	Plasmodium falciparum 3D7	ribosomal protein L29, apicoplast, putative	1	17.19	17.19	8.48	24.5	11.73	18.9	11.77	13.14	32.34
PF3D7_1208100	PF3D7_1208100.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	114.13	114.13	151.75	185.96	127.34	52.23	67.89	76.82	138.76
PF3D7_1208200	PF3D7_1208200.1	Plasmodium falciparum 3D7	cysteine repeat modular protein 3	1	6.98	6.98	9.18	9.18	6.97	5.55	3.87	7.69	6.67
PF3D7_1208300	PF3D7_1208300.1	Plasmodium falciparum 3D7	acyl carrier protein, mitochondrial	1	131.74	131.74	96.54	82.72	160.67	97.02	125.99	84.48	276.55
PF3D7_1208400	PF3D7_1208400.1	Plasmodium falciparum 3D7	amino acid transporter, putative	1	41.17	41.17	39.85	23.15	16.06	65.74	75.23	35.61	33.86
PF3D7_1208500	PF3D7_1208500.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	22.26	22.26	20.94	20.18	22.82	15.92	22.46	19.26	34.74
PF3D7_1208600	PF3D7_1208600.1	Plasmodium falciparum 3D7	mitochondrial import inner membrane translocase subunit TIM10, putative	1	84.50	84.5	44.61	96.76	161.35	51.16	51.8	43.19	143.36
PF3D7_1208700	PF3D7_1208700.1	Plasmodium falciparum 3D7	conserved protein, unknown function	1	48.26	48.26	48.35	38.67	46.54	35.79	66.65	36.46	66.07
PF3D7_1208800	PF3D7_1208800.1	Plasmodium falciparum 3D7	zinc finger protein, putative	1	167.44	167.44	227.7	231.6	151.64	133.79	142.53	155.55	142.36
PF3D7_1208900	PF3D7_1208900.1	Plasmodium falciparum 3D7	protein phosphatase PPM11, putative	1	264.10	264.1	202.32	210.11	223.09	309.76	343.63	226.55	336.83
PF3D7_1209000	PF3D7_1209000.1	Plasmodium falciparum 3D7	mago-binding protein, putative	1	90.98	90.98	66.54	98.09	117.76	60.33	116.6	66.99	112.27
PF3D7_1209100	PF3D7_1209100.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	19.73	19.73	21.35	22.33	20.42	15.74	18.67	14.82	24.95
PF3D7_1209200	PF3D7_1209200.1	Plasmodium falciparum 3D7	U6 snRNA-associated Sm-like protein LSm7, putative	1	125.79	125.79	92.2	152.74	182.05	89.6	121.98	117.79	127.59
PF3D7_1209300	PF3D7_1209300.1	Plasmodium falciparum 3D7	telomere repeat-binding zinc finger protein	1	219.21	219.21	226.54	127.52	139.84	336.5	287.08	276.98	183.09
PF3D7_1209400	PF3D7_1209400.1	Plasmodium falciparum 3D7	cytosolic iron-sulfur protein assembly protein 1, putative	1	167.88	167.88	262.27	103.74	78.93	220.14	102.11	341.24	80.59
PF3D7_1209500	PF3D7_1209500.1	Plasmodium falciparum 3D7	cGMP-specific 3',5'-cyclic phosphodiesterase alpha	1	53.69	53.69	103.07	33.82	14.79	95.14	41.97	88.35	13.22
PF3D7_1209500	PF3D7_1209500.2	Plasmodium falciparum 3D7	cGMP-specific 3',5'-cyclic phosphodiesterase alpha	1	53.69	53.69	103.07	33.82	14.79	95.14	41.97	88.35	13.22
PF3D7_1209600	PF3D7_1209600.1	Plasmodium falciparum 3D7	porphobilinogen deaminase	1	26.85	26.85	46.18	27.89	15.19	42.54	13.64	42.19	11.42
PF3D7_1209700	PF3D7_1209700.1	Plasmodium falciparum 3D7	conserved protein, unknown function	1	54.13	54.13	62.15	50.89	42.98	49.24	47.46	54.68	76.06
PF3D7_1209800	PF3D7_1209800.1	Plasmodium falciparum 3D7	ATP synthase mitochondrial F1 complex assembly factor 1, putative	1	24.09	24.09	31.16	21.78	17.68	19.91	26.03	17.69	37.56
PF3D7_1209900	PF3D7_1209900.1	Plasmodium falciparum 3D7	ABC transporter B family member 7, putative	1	46.45	46.45	28.36	20.74	31.32	60.75	74.46	34.85	76.01
PF3D7_1210000	PF3D7_1210000.1	Plasmodium falciparum 3D7	50S ribosomal protein L1, apicoplast, putative	1	113.42	113.42	74.26	63.85	79.66	142.31	199.65	107.59	128.59
PF3D7_1210100	PF3D7_1210100.1	Plasmodium falciparum 3D7	syntaxin, Qa-SNARE family	1	76.99	76.99	81.91	60.83	54.13	93.87	83.12	70.22	95.49
PF3D7_1210200	PF3D7_1210200.1	Plasmodium falciparum 3D7	zinc finger protein, putative	1	24.89	24.89	26.76	33.82	25.45	21.7	13.04	32.84	20.97
PF3D7_1210300	PF3D7_1210300.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	36.82	36.82	29.93	54.33	37.07	20.23	25.92	21.93	68.33
PF3D7_1210400	PF3D7_1210400.1	Plasmodium falciparum 3D7	general transcription factor 3C polypeptide 5, putative	1	79.66	79.66	87.67	112.71	88.08	55.21	64.51	79.22	71.69
PF3D7_1210500	PF3D7_1210500.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	32.31	32.31	43.75	53.06	33.48	20.13	19.37	26.25	30.47
PF3D7_1210600	PF3D7_1210600.1	Plasmodium falciparum 3D7	kelch protein, putative	1	172.87	172.87	201.02	268.1	194.14	107.25	118.79	137.32	187.27
PF3D7_1210700	PF3D7_1210700.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	22.79	22.79	21.87	18.94	10.85	31.04	33.42	20.74	25.61
PF3D7_1210900	PF3D7_1210900.1	Plasmodium falciparum 3D7	GPI mannosyltransferase 1	1	33.53	33.53	30.57	30.34	23.17	38.47	37.46	26.01	49.81
PF3D7_1211000	PF3D7_1211000.1	Plasmodium falciparum 3D7	kinesin-X3, putative	1	19.05	19.05	19.16	14.72	15.86	24.06	23.2	23.39	15.26
PF3D7_1211100	PF3D7_1211100.1	Plasmodium falciparum 3D7	HSP20-like chaperone, putative	1	11.68	11.68	8.09	14.8	12.03	12.44	8.35	8.25	18.43
PF3D7_1211200	PF3D7_1211200.1	Plasmodium falciparum 3D7	conserved Plasmodium protein, unknown function	1	155.04	155.04	198.3	192.76	155.65	113.49	151.52	118.25	159.21
PF3D7_1211300	PF3D7_1211300.1	Plasmodium falciparum 3D7	DNA helicase MCM8, putative	1	79.69	79.69	75.15	58.35	53.96	91.08	118.44	77.17	86.36
PF3D7_1211400	PF3D7_1211400.1	Plasmodium falciparum 3D7	heat shock protein DNAJ homologue Pfj4	1	351.47	351.47	309.66	403.49	481.26	255.58	332.69	289.69	391.88
PF3D7_1211500	PF3D7_1211500.1	Plasmodium falciparum 3D7	ribosomal protein S18, mitochondrial	1	60.17	60.17	57.66	74.11	68.89	45.26	57.85	51.99	66.67
PF3D7_1211600	PF3D7_1211600.1	Plasmodium falciparum 3D7	lysine-specific histone demethylase 1, putative	1	171.83	171.83	165.91	147.93	190.12	141.69	213.06	127.98	221.36
PF3D7_1211700	PF3D7_1211700.1	Plasmodium falciparum 3D7	DNA replication licensing factor MCM5, putative	1	177.67	177.67	114.65	67.16	58.64	346.08	317.93	185.76	154.9
PF3D7_1211800	PF3D7_1211800.1	Plasmodium falciparum 3D7	polyubiquitin	1	418.74	418.74	666.88	991.17	987.25	1827.58	1264.09	1598.75	794.45
PF3D7_1211900	PF3D7_1211900.1	Plasmodium falciparum 3D7	non-SERCA-type Ca2+ -transporting P-ATPase	1	249.23	249.23	210.68	245.87	270.54	294.71	208.23	279.67	236.84
PF3D7_1212000	PF3D7_1212000.1	Plasmodium falciparum 3D7	glutathione peroxidase-like thioredoxin peroxidase	1	98.69	98.69	56.39	75.8	88.26	105.28	102.02	67.68	196.24
