A0A140KXU9	PF3D7_API00100
Q8IK27	PF3D7_1001000
Q8IK32	PF3D7_1000600
Q8IK34	PF3D7_1000400
Q8IK35	PF3D7_1000300
Q8IK36	PF3D7_1000200
Q8IK37	PF3D7_1000100
Q8IK38	PF3D7_1480000
Q8IK40	PF3D7_1479800
Q8IK41	PF3D7_1479700
Q8IK42	PF3D7_1479600
Q8IK43	PF3D7_1479500
Q8IK44	PF3D7_1479400
Q8IK45	PF3D7_1479200
Q8IK46	PF3D7_1479100
Q8IK47	PF3D7_1478800
Q8IK49	PF3D7_1478600
Q8IK54	PF3D7_1478100
Q8IK55	PF3D7_1478000
Q8IK57	PF3D7_1477800
Q8IK58	PF3D7_1477700
Q8IK60	PF3D7_1477500
Q8IK61	PF3D7_1477400
Q8IK62	PF3D7_1477300
Q8IK68	PF3D7_1476800
Q8IK69	PF3D7_1476700
Q8IK70	PF3D7_1476600
Q8IK71	PF3D7_1476500
Q8IK74	PF3D7_1476300
Q8IK76	PF3D7_1476200
Q8IK77	PF3D7_1476100
Q8IK78	PF3D7_1476000
Q8IK81	PF3D7_1475700
Q8IK82	PF3D7_1475600
Q8IK83	PF3D7_1475500
Q8IK85	PF3D7_1475300
Q8IK86	PF3D7_1475200
Q8IK87	PF3D7_1475100
Q8IK88	PF3D7_1475000
Q8IK89	PF3D7_1474900
Q8IK90	PF3D7_1474800
Q8IK91	PF3D7_1474700
Q8IK92	PF3D7_1474600
Q8IK93	PF3D7_1474500
Q8IK95	PF3D7_1474300
Q8IK97	PF3D7_1474100
Q8IK98	PF3D7_1474000
Q8IK99	PF3D7_1473900
Q8IKA0	PF3D7_1473700
Q8IKA1	PF3D7_1473600
Q8IKA2	PF3D7_1473500
Q8IKA3	PF3D7_1473400
Q8IKA5	PF3D7_1473300
Q8IKA6	PF3D7_1473200
Q8IKA7	PF3D7_1473100
Q8IKA8	PF3D7_1473000
Q8IKA9	PF3D7_1472900
Q8IKB0	PF3D7_1472800
Q8IKB1	PF3D7_1472700
Q8IKB2	PF3D7_1472600
Q8IKB3	PF3D7_1472500
Q8IKB4	PF3D7_1472400
Q8IKB5	PF3D7_1472300
Q8IKB7	PF3D7_1472100
Q8IKB8	PF3D7_1472000
Q8IKC1	PF3D7_1471800
Q8IKC2	PF3D7_1471700
Q8IKC3	PF3D7_1471600
Q8IKC4	PF3D7_1471500
Q8IKC5	PF3D7_1471400
Q8IKC6	PF3D7_1471300
Q8IKC7	PF3D7_1471200
Q8IKC8	PF3D7_1471100
Q8IKC9	PF3D7_1470900
Q8IKD0	PF3D7_1470800
Q8IKD1	PF3D7_1470700
Q8IKD3	PF3D7_1470500
Q8IKD4	PF3D7_1470400
Q8IKD5	PF3D7_1470300
Q8IKD6	PF3D7_1470200
Q8IKD7	PF3D7_1470100
Q8IKD8	PF3D7_1469900
Q8IKD9	PF3D7_1469800
Q8IKE0	PF3D7_1469700
Q8IKE2	PF3D7_1469500
Q8IKE3	PF3D7_1469400
Q8IKE4	PF3D7_1469300
Q8IKE5	PF3D7_1469200
Q8IKE6	PF3D7_1469100
Q8IKE7	PF3D7_1469000
Q8IKE8	PF3D7_1468900
Q8IKE9	PF3D7_1468800
Q8IKF0	PF3D7_1468700
Q8IKF1	PF3D7_1468600
Q8IKF2	PF3D7_1468500
Q8IKF4	PF3D7_1468300
Q8IKF5	PF3D7_1468200
Q8IKF6	PF3D7_1468100
Q8IKF7	PF3D7_1468000
Q8IKF8	PF3D7_1467900
Q8IKF9	PF3D7_1467800
Q8IKG0	PF3D7_1467700
Q8IKG2	PF3D7_1467500
Q8IKG3	PF3D7_1467400
Q8IKG4	PF3D7_1467300
Q8IKG5	PF3D7_1467200
Q8IKG6	PF3D7_1467100
Q8IKG8	PF3D7_1466900
Q8IKG9	PF3D7_1466800
Q8IKH0	PF3D7_1466700
Q8IKH1	PF3D7_1466600
Q8IKH2	PF3D7_1466400
Q8IKH3	PF3D7_1466300
Q8IKH5	PF3D7_1466100
Q8IKH6	PF3D7_1466000
Q8IKH8	PF3D7_1465900
Q8IKI0	PF3D7_1465700
Q8IKI1	PF3D7_1465600
Q8IKI3	PF3D7_1465500
Q8IKI4	PF3D7_1465400
Q8IKI5	PF3D7_1465300
Q8IKI6	PF3D7_1465200
Q8IKI7	PF3D7_1465100
Q8IKI8	PF3D7_1465000
Q8IKI9	PF3D7_1464900
Q8IKJ0	PF3D7_1464700
Q8IKJ1	PF3D7_1464600
Q8IKJ3	PF3D7_1464400
Q8IKJ4	PF3D7_1464300
Q8IKJ5	PF3D7_1464200
Q8IKJ6	PF3D7_1464100
Q8IKJ7	PF3D7_1464000
Q8IKJ8	PF3D7_1463900
Q8IKJ9	PF3D7_1463800
Q8IKK0	PF3D7_1463700
Q8IKK1	PF3D7_1463500
Q8IKK2	PF3D7_1463400
Q8IKK3	PF3D7_1463300
Q8IKK4	PF3D7_1463200
Q8IKK5	PF3D7_1463000
Q8IKK6	PF3D7_1462900
Q8IKK7	PF3D7_1462800
Q8IKK8	PF3D7_1462600
Q8IKK9	PF3D7_1462500
Q8IKL1	PF3D7_1462300
Q8IKL2	PF3D7_1462200
Q8IKL3	PF3D7_1462100
Q8IKL4	PF3D7_1462000
Q8IKL5	PF3D7_1461900
Q8IKL7	PF3D7_1461600
Q8IKL8	PF3D7_1461400
Q8IKL9	PF3D7_1461300
Q8IKM1	PF3D7_1461100
Q8IKM2	PF3D7_1461000
Q8IKM3	PF3D7_1460900
Q8IKM4	PF3D7_1460800
Q8IKM5	PF3D7_1460700
Q8IKM6	PF3D7_1460600
Q8IKM7	PF3D7_1460500
Q8IKM8	PF3D7_1460400
Q8IKM9	PF3D7_1460200
Q8IKN0	PF3D7_1460100
Q8IKN1	PF3D7_1460000
Q8IKN2	PF3D7_1459900
Q8IKN3	PF3D7_1459800
Q8IKN4	PF3D7_1459700
Q8IKN5	PF3D7_1459600
Q8IKN6	PF3D7_1459500
Q8IKN7	PF3D7_1459400
Q8IKN8	PF3D7_1459300
Q8IKN9	PF3D7_1459200
Q8IKP0	PF3D7_1459100
Q8IKP1	PF3D7_1459000
Q8IKP2	PF3D7_1458900
Q8IKP3	PF3D7_1458800
Q8IKP4	PF3D7_1458700
Q8IKP5	PF3D7_1458600
Q8IKP6	PF3D7_1458500
Q8IKP7	PF3D7_1458400
Q8IKP8	PF3D7_1458300
Q8IKP9	PF3D7_1458200
Q8IKQ0	PF3D7_1458100
Q8IKQ2	PF3D7_1457800
Q8IKQ3	PF3D7_1457700
Q8IKQ4	PF3D7_1457600
Q8IKQ5	PF3D7_1457500
Q8IKQ7	PF3D7_1457300
Q8IKQ8	PF3D7_1457100
Q8IKQ9	PF3D7_1457000
Q8IKR0	PF3D7_1456900
Q8IKR1	PF3D7_1456800
Q8IKR2	PF3D7_1456700
Q8IKR3	PF3D7_1456600
Q8IKR4	PF3D7_1456500
Q8IKR5	PF3D7_1456400
Q8IKR6	PF3D7_1456300
Q8IKR7	PF3D7_1456200
Q8IKR8	PF3D7_1456100
Q8IKR9	PF3D7_1456000
Q8IKS0	PF3D7_1455800
Q8IKS1	PF3D7_1455700
Q8IKS2	PF3D7_1455600
Q8IKS3	PF3D7_1455500
Q8IKS4	PF3D7_1455400
Q8IKS5	PF3D7_1455300
Q8IKS8	PF3D7_1455100
Q8IKS9	PF3D7_1455000
Q8IKT0	PF3D7_1454900
Q8IKT1	PF3D7_1454800
Q8IKT2	PF3D7_1454700
Q8IKT3	PF3D7_1454600
Q8IKT4	PF3D7_1454500
Q8IKT6	PF3D7_1454300
Q8IKT7	PF3D7_1454200
Q8IKT8	PF3D7_1454000
Q8IKT9	PF3D7_1453900
Q8IKU0	PF3D7_1453800
Q8IKU1	PF3D7_1453700
Q8IKU2	PF3D7_1453600
Q8IKU3	PF3D7_1453500
Q8IKU4	PF3D7_1453400
Q8IKU5	PF3D7_1453200
Q8IKU6	PF3D7_1453100
Q8IKU7	PF3D7_1453000
Q8IKU8	PF3D7_1452800
Q8IKU9	PF3D7_1452700
Q8IKV1	PF3D7_1452500
Q8IKV2	PF3D7_1452400
Q8IKV3	PF3D7_1452300
Q8IKV4	PF3D7_1452200
Q8IKV5	PF3D7_1452100
Q8IKV6	PF3D7_1452000
Q8IKV7	PF3D7_1451900
Q8IKV8	PF3D7_1451800
Q8IKV9	PF3D7_1451700
Q8IKW0	PF3D7_1451600
Q8IKW1	PF3D7_1451500
Q8IKW2	PF3D7_1451400
Q8IKW3	PF3D7_1451300
Q8IKW4	PF3D7_1451200
Q8IKW5	PF3D7_1451100
Q8IKW6	PF3D7_1451000
Q8IKW7	PF3D7_1450900
Q8IKW8	PF3D7_1450800
Q8IKW9	PF3D7_1450700
Q8IKX0	PF3D7_1450600
Q8IKX1	PF3D7_1450500
Q8IKX2	PF3D7_1450400
Q8IKX3	PF3D7_1450300
Q8IKX4	PF3D7_1450100
Q8IKX5	PF3D7_1450000
Q8IKX6	PF3D7_1449900
Q8IKX7	PF3D7_1449800
Q8IKX8	PF3D7_1449700
Q8IKX9	PF3D7_1449600
Q8IKY0	PF3D7_1449500
Q8IKY1	PF3D7_1449400
Q8IKY3	PF3D7_1449100
Q8IKY4	PF3D7_1449000
Q8IKY5	PF3D7_1448800
Q8IKY6	PF3D7_1448700
Q8IKY7	PF3D7_1448600
Q8IKY9	PF3D7_1448400
Q8IKZ0	PF3D7_1448300
Q8IKZ3	PF3D7_1448200
Q8IKZ4	PF3D7_1448100
Q8IKZ5	PF3D7_1448000
Q8IKZ6	PF3D7_1447900
Q8IKZ7	PF3D7_1447800
Q8IKZ8	PF3D7_1447700
Q8IKZ9	PF3D7_1447500
Q8IL00	PF3D7_1447200
Q8IL01	PF3D7_1447100
Q8IL02	PF3D7_1447000
Q8IL04	PF3D7_1446800
Q8IL06	PF3D7_1446700
Q8IL07	PF3D7_1446600
Q8IL09	PF3D7_1446400
Q8IL10	PF3D7_1446300
Q8IL11	PF3D7_1446200
Q8IL12	PF3D7_1446100
Q8IL13	PF3D7_1445900
Q8IL15	PF3D7_1445800
Q8IL16	PF3D7_1445700
Q8IL17	PF3D7_1445600
Q8IL18	PF3D7_1445500
Q8IL19	PF3D7_1445400
Q8IL20	PF3D7_1445300
Q8IL21	PF3D7_1445200
Q8IL22	PF3D7_1445100
Q8IL23	PF3D7_1445000
Q8IL24	PF3D7_1444900
Q8IL25	PF3D7_1444700
Q8IL26	PF3D7_1444500
Q8IL27	PF3D7_1444400
Q8IL28	PF3D7_1444300
Q8IL29	PF3D7_1444200
Q8IL31	PF3D7_1444000
Q8IL32	PF3D7_1443900
Q8IL33	PF3D7_1443800
Q8IL34	PF3D7_1443700
Q8IL35	PF3D7_1443600
Q8IL36	PF3D7_1443500
Q8IL37	PF3D7_1443400
Q8IL38	PF3D7_1443300
Q8IL39	PF3D7_1443200
Q8IL40	PF3D7_1443100
Q8IL41	PF3D7_1443000
Q8IL43	PF3D7_1442800
Q8IL44	PF3D7_1442700
Q8IL46	PF3D7_1442500
Q8IL47	PF3D7_1442400
Q8IL48	PF3D7_1442300
Q8IL49	PF3D7_1442200
Q8IL50	PF3D7_1442000
Q8IL51	PF3D7_1441900
Q8IL52	PF3D7_1441800
Q8IL53	PF3D7_1441700
Q8IL54	PF3D7_1441600
Q8IL55	PF3D7_1441500
Q8IL56	PF3D7_1441400
Q8IL57	PF3D7_1441300
Q8IL58	PF3D7_1441200
Q8IL59	PF3D7_1441100
Q8IL60	PF3D7_1441000
Q8IL61	PF3D7_1440900
Q8IL62	PF3D7_1440800
Q8IL63	PF3D7_1440700
Q8IL65	PF3D7_1440500
Q8IL66	PF3D7_1440400
Q8IL67	PF3D7_1440200
Q8IL68	PF3D7_1440300
Q8IL69	PF3D7_1440100
Q8IL70	PF3D7_1440000
Q8IL71	PF3D7_1439800
Q8IL72	PF3D7_1439700
Q8IL73	PF3D7_1439600
Q8IL74	PF3D7_1439500
Q8IL75	PF3D7_1439400
Q8IL76	PF3D7_1439300
Q8IL77	PF3D7_1439200
Q8IL78	PF3D7_1439100
Q8IL79	PF3D7_1439000
Q8IL80	PF3D7_1438900
Q8IL82	PF3D7_1438600
Q8IL83	PF3D7_1438500
Q8IL84	PF3D7_1438400
Q8IL86	PF3D7_1438100
Q8IL87	PF3D7_1438000
Q8IL88	PF3D7_1437900
Q8IL89	PF3D7_1437700
Q8IL90	PF3D7_1437600
Q8IL91	PF3D7_1437500
Q8IL92	PF3D7_1437400
Q8IL93	PF3D7_1437300
Q8IL94	PF3D7_1437200
Q8IL95	PF3D7_1437100
Q8IL96	PF3D7_1437000
Q8IL97	PF3D7_1436900
Q8IL98	PF3D7_1436800
Q8IL99	PF3D7_1436700
Q8ILA0	PF3D7_1436500
Q8ILA1	PF3D7_1436300
Q8ILA2	PF3D7_1436200
Q8ILA3	PF3D7_1436100
Q8ILA4	PF3D7_1436000
Q8ILA5	PF3D7_1435900
Q8ILA6	PF3D7_1435800
Q8ILA7	PF3D7_1435700
Q8ILA8	PF3D7_1435600
Q8ILA9	PF3D7_1435500
Q8ILB0	PF3D7_1435400
Q8ILB2	PF3D7_1435200
Q8ILB3	PF3D7_1435100
Q8ILB4	PF3D7_1435000
Q8ILB5	PF3D7_1434900
Q8ILB6	PF3D7_1434800
Q8ILB7	PF3D7_1434700
Q8ILB8	PF3D7_1434600
Q8ILC0	PF3D7_1434400
Q8ILC1	PF3D7_1434300
Q8ILC2	PF3D7_1434100
Q8ILC3	PF3D7_1434000
Q8ILC4	PF3D7_1433900
Q8ILC5	PF3D7_1433800
Q8ILC6	PF3D7_1433700
Q8ILC7	PF3D7_1433600
Q8ILC8	PF3D7_1433500
Q8ILD0	PF3D7_1433300
Q8ILD1	PF3D7_1433200
Q8ILD2	PF3D7_1433100
Q8ILD3	PF3D7_1432900
Q8ILD4	PF3D7_1432800
Q8ILD6	PF3D7_1432600
Q8ILD7	PF3D7_1432500
Q8ILD9	PF3D7_1432400
Q8ILE0	PF3D7_1432300
Q8ILE1	PF3D7_1432200
Q8ILE3	PF3D7_1432100
Q8ILE4	PF3D7_1432000
Q8ILE6	PF3D7_1431900
Q8ILE7	PF3D7_1431800
Q8ILE8	PF3D7_1431700
Q8ILE9	PF3D7_1431600
Q8ILF0	PF3D7_1431500
Q8ILF1	PF3D7_1431400
Q8ILF2	PF3D7_1431300
Q8ILF3	PF3D7_1431200
Q8ILF4	PF3D7_1431100
Q8ILF5	PF3D7_1431000
Q8ILF6	PF3D7_1430800
Q8ILF7	PF3D7_1430700
Q8ILF8	PF3D7_1430600
Q8ILF9	PF3D7_1430500
Q8ILG0	PF3D7_1430400
Q8ILG1	PF3D7_1430300
Q8ILG2	PF3D7_1430200
Q8ILG3	PF3D7_1430100
Q8ILG4	PF3D7_1430000
Q8ILG5	PF3D7_1429900
Q8ILG6	PF3D7_1429800
Q8ILG7	PF3D7_1429700
Q8ILG8	PF3D7_1429600
Q8ILG9	PF3D7_1429500
Q8ILH1	PF3D7_1429300
Q8ILH2	PF3D7_1429200
Q8ILH3	PF3D7_1429100
Q8ILH4	PF3D7_1429000
Q8ILH5	PF3D7_1428900
Q8ILH6	PF3D7_1428800
Q8ILH7	PF3D7_1428700
Q8ILH8	PF3D7_1428600
Q8ILH9	PF3D7_1428500
Q8ILI2	PF3D7_1428300
Q8ILI3	PF3D7_1428200
Q8ILI4	PF3D7_1428100
Q8ILI5	PF3D7_1428000
Q8ILI6	PF3D7_1427900
Q8ILI7	PF3D7_1427800
Q8ILI8	PF3D7_1427600
Q8ILI9	PF3D7_1427500
Q8ILJ0	PF3D7_1427400
Q8ILJ1	PF3D7_1427300
Q8ILJ3	PF3D7_1427100
Q8ILJ4	PF3D7_1427000
Q8ILJ5	PF3D7_1426900
Q8ILJ6	PF3D7_1426800
Q8ILJ7	PF3D7_1426700
Q8ILJ8	PF3D7_1426600
Q8ILJ9	PF3D7_1426500
Q8ILK1	PF3D7_1426200
Q8ILK2	PF3D7_1426100
Q8ILK3	PF3D7_1426000
Q8ILK4	PF3D7_1425900
Q8ILK5	PF3D7_1425800
Q8ILK6	PF3D7_1425700
Q8ILK7	PF3D7_1425600
Q8ILK8	PF3D7_1425500
Q8ILK9	PF3D7_1425400
Q8ILL1	PF3D7_1425200
Q8ILL2	PF3D7_1424400
Q8ILL3	PF3D7_1424100
Q8ILL4	PF3D7_1423800
Q8ILL5	PF3D7_1423700
Q8ILL6	PF3D7_1423600
Q8ILL7	PF3D7_1423500
Q8ILL8	PF3D7_1423400
Q8ILL9	PF3D7_1423300
Q8ILM0	PF3D7_1423200
Q8ILM1	PF3D7_1423100
Q8ILM2	PF3D7_1423000
Q8ILM3	PF3D7_1422900
Q8ILM5	PF3D7_1422800
Q8ILM6	PF3D7_1422700
Q8ILM7	PF3D7_1422600
Q8ILM8	PF3D7_1422500
Q8ILM9	PF3D7_1422400
Q8ILN0	PF3D7_1422200
Q8ILN1	PF3D7_1422100
Q8ILN2	PF3D7_1421900
Q8ILN3	PF3D7_1421800
Q8ILN4	PF3D7_1421600
Q8ILN5	PF3D7_1421500
Q8ILN7	PF3D7_1421300
Q8ILN8	PF3D7_1421200
Q8ILN9	PF3D7_1421100
Q8ILP0	PF3D7_1421000
Q8ILP1	PF3D7_1420900
Q8ILP2	PF3D7_1420800
Q8ILP3	PF3D7_1420700
Q8ILP4	PF3D7_1420600
Q8ILP6	PF3D7_1420400
Q8ILP7	PF3D7_1420300
Q8ILP8	PF3D7_1420200
Q8ILP9	PF3D7_1420100
Q8ILQ0	PF3D7_1420000
Q8ILQ1	PF3D7_1419900
Q8ILQ3	PF3D7_1419700
Q8ILQ4	PF3D7_1419600
Q8ILQ5	PF3D7_1419500
Q8ILQ6	PF3D7_1419400
Q8ILQ7	PF3D7_1419300
Q8ILQ7	Pf7G8-2_000494300
Q8ILQ7	Pf7G8_140024800
Q8ILQ7	PfCD01_140025000
Q8ILQ7	PfDd2_140024100
Q8ILQ7	PfGA01_140025100
Q8ILQ7	PfGB4_140025700
Q8ILQ7	PfGN01_140024800
Q8ILQ7	PfHB3_140025300
Q8ILQ7	PfIT_140026000
Q8ILQ7	PfKE01_140024600
Q8ILQ7	PfKH01_140025000
Q8ILQ7	PfKH02_140025300
Q8ILQ7	PfML01_140024800
Q8ILQ7	PfNF135_140024700
Q8ILQ7	PfNF166_140023400
Q8ILQ7	PfNF54_140024300
Q8ILQ7	PfSD01_140022900
Q8ILQ7	PfSN01_140026700
Q8ILQ7	PfTG01_140024900
Q8ILQ8	PF3D7_1419200
Q8ILQ9	PF3D7_1419100
Q8ILR0	PF3D7_1419000
Q8ILR3	PF3D7_1418300
Q8ILR4	PF3D7_1418200
Q8ILR6	PF3D7_1418000
Q8ILR7	PF3D7_1417800
Q8ILR8	PF3D7_1417700
Q8ILS0	PF3D7_1417500
Q8ILS3	PF3D7_1417300
Q8ILS5	PF3D7_1417100
Q8ILS6	PF3D7_1417000
Q8ILS7	PF3D7_1416900
Q8ILS8	PF3D7_1416800
Q8ILT0	PF3D7_1416500
Q8ILT2	PF3D7_1416400
Q8ILT3	PF3D7_1416300
Q8ILT4	PF3D7_1416200
Q8ILT5	PF3D7_1416100
Q8ILT7	PF3D7_1415900
Q8ILT8	PF3D7_1415800
Q8ILT9	PF3D7_1415700
Q8ILU0	PF3D7_1415600
Q8ILU2	PF3D7_1415400
Q8ILU3	PF3D7_1415300
Q8ILU4	PF3D7_1415200
Q8ILU5	PF3D7_1415100
Q8ILU6	PF3D7_1415000
Q8ILU7	PF3D7_1414900
Q8ILU8	PF3D7_1414800
Q8ILU9	PF3D7_1414700
Q8ILV1	PF3D7_1414400
Q8ILV2	PF3D7_1414300
Q8ILV3	PF3D7_1414200
Q8ILV4	PF3D7_1414100
Q8ILV5	PF3D7_1414000
Q8ILV6	PF3D7_1413900
Q8ILV7	PF3D7_1413800
Q8ILV8	PF3D7_1413700
Q8ILW0	PF3D7_1413500
Q8ILW1	PF3D7_1413400
Q8ILW2	PF3D7_1413200
Q8ILW3	PF3D7_1413100
Q8ILW4	PF3D7_1413000
Q8ILW5	PF3D7_1412900
Q8ILW6	PF3D7_1412800
Q8ILW7	PF3D7_1412700
Q8ILW8	PF3D7_1412600
Q8ILW9	PF3D7_1412500
Q8ILX1	PF3D7_1412300
Q8ILX2	PF3D7_1412200
Q8ILX3	PF3D7_1412100
Q8ILX4	PF3D7_1412000
Q8ILX6	PF3D7_1411900
Q8ILX7	PF3D7_1411800
Q8ILX8	PF3D7_1411700
Q8ILY0	PF3D7_1411500
Q8ILY1	PF3D7_1411400
Q8ILY2	PF3D7_1411300
Q8ILY3	PF3D7_1411200
Q8ILY4	PF3D7_1411100
Q8ILY5	PF3D7_1411000
Q8ILY6	PF3D7_1410900
Q8ILY7	PF3D7_1410800
Q8ILY8	PF3D7_1410700
Q8ILY9	PF3D7_1410600
Q8ILZ0	PF3D7_1410500
Q8ILZ1	PF3D7_1410400
Q8ILZ3	PF3D7_1410200
Q8ILZ4	PF3D7_1410100
Q8ILZ5	PF3D7_1410000
Q8ILZ6	PF3D7_1409900
Q8ILZ7	PF3D7_1409800
Q8ILZ9	PF3D7_1409600
Q8IM00	PF3D7_1409500
Q8IM01	PF3D7_1409400
Q8IM03	PF3D7_1409300
Q8IM04	PF3D7_1409200
Q8IM05	PF3D7_1409100
Q8IM06	PF3D7_1409000
Q8IM07	PF3D7_1408900
Q8IM08	PF3D7_1408800
Q8IM10	PF3D7_1408600
Q8IM11	PF3D7_1408500
Q8IM12	PF3D7_1408400
Q8IM14	PF3D7_1408200
Q8IM15	PF3D7_1408100
Q8IM16	PF3D7_1407800
Q8IM17	PF3D7_1407700
Q8IM18	PF3D7_1407600
Q8IM19	PF3D7_1407500
Q8IM20	PF3D7_1407400
Q8IM21	PF3D7_1407300
Q8IM22	PF3D7_1407200
Q8IM23	PF3D7_1407100
Q8IM24	PF3D7_1407000
Q8IM25	PF3D7_1406900
Q8IM26	PF3D7_1406800
Q8IM27	PF3D7_1406700
Q8IM28	PF3D7_1406600
Q8IM29	PF3D7_1406500
Q8IM30	PF3D7_1406400
Q8IM31	PF3D7_1406300
Q8IM33	PF3D7_1406100
Q8IM34	PF3D7_1406000
Q8IM36	PF3D7_1405800
Q8IM37	PF3D7_1405700
Q8IM38	PF3D7_1405600
Q8IM39	PF3D7_1405500
Q8IM40	PF3D7_1405400
Q8IM41	PF3D7_1405300
Q8IM42	PF3D7_1405200
Q8IM43	PF3D7_1405100
Q8IM44	PF3D7_1405000
Q8IM45	PF3D7_1404900
Q8IM46	PF3D7_1404800
Q8IM47	PF3D7_1404700
Q8IM49	PF3D7_1404500
Q8IM50	PF3D7_1404400
Q8IM51	PF3D7_1404300
Q8IM52	PF3D7_1404200
Q8IM53	PF3D7_1404100
Q8IM54	PF3D7_1404000
Q8IM55	PF3D7_1403900
Q8IM56	PF3D7_1403800
Q8IM57	PF3D7_1403700
Q8IM60	PF3D7_1403300
Q8IM61	PF3D7_1403000
Q8IM62	PF3D7_1402800
Q8IM64	PF3D7_1402500
Q8IM65	PF3D7_1402400
Q8IM66	PF3D7_1402300
Q8IM67	PF3D7_1402200
Q8IM68	PF3D7_1402100
Q8IM69	PF3D7_1402000
Q8IM70	PF3D7_1401900
Q8IM71	PF3D7_1401800
Q8IM72	PF3D7_1401700
Q8IM73	PF3D7_1401600
Q8IM74	PF3D7_1401500
Q8IM75	PF3D7_1401300
Q8IM76	PF3D7_1401200
Q8IM77	PF3D7_1401100
Q8IM78	PF3D7_1401000
Q8IM80	PF3D7_1400800
Q8IM81	PF3D7_1400700
Q8IM82	PF3D7_1400600
Q8IM83	PF3D7_1400500
Q8IM84	PF3D7_1400400
Q8IM85	PF3D7_1400200
Q9NDU5	PF3D7_0318700
Q9NDU6	PF3D7_0316100
Q9NDU7	PF3D7_0302700
Q9NF98	PF3D7_0322800
Q9NFA0	PF3D7_0320700
Q9NFA1	PF3D7_0320600
Q9NFA9	PF3D7_0100900
Q9NFB0	PF3D7_0100800
Q9NFB2	PF3D7_0100600
Q9NFB3	PF3D7_0100400
Q9NFB4	PF3D7_0100300
Q9NFB5	PF3D7_0100200
Q9NFB6	PF3D7_0100100
Q9NFE4	PF3D7_0312000
Q9NFE5	PF3D7_0311500
Q9NFE6	PF3D7_0310600
Q9NJU9	PF3D7_0310100
Q9NLA7	PF3D7_0310000
Q9NLA8	PF3D7_0309100
Q9NLA9	PF3D7_0308800
Q9NLB0	PF3D7_0306700
Q9NLB1	PF3D7_0306600
Q9NLB2	PF3D7_0306300
Q9NLB3	PF3D7_0306000
Q9NLB4	PF3D7_0305900
Q9NLB5	PF3D7_0305400
Q9NLB6	PF3D7_0304900
Q9NLB8	PF3D7_0304200
Q9NLB9	PF3D7_0303900
Q9TY94	PF3D7_0209800
Q9TY95	PF3D7_0207600
Q9TY96	PF3D7_0207500
Q9TY98	PF3D7_0204100
Q9TY99	PF3D7_0202000
Q9U0G5	PF3D7_0412700
Q9U0G6	PF3D7_0412400
Q9U0G7	PF3D7_0412300
Q9U0G8	PF3D7_0412200
Q9U0G9	PF3D7_0412100
Q9U0H0	PF3D7_0412000
Q9U0H1	PF3D7_0411900
Q9U0H2	PF3D7_0411800
Q9U0H3	PF3D7_0411700
Q9U0H4	PF3D7_0411400
Q9U0H5	PF3D7_0411300
Q9U0H6	PF3D7_0411200
Q9U0H7	PF3D7_0411100
Q9U0H8	PF3D7_0411000
Q9U0H9	PF3D7_0410900
Q9U0I0	PF3D7_0410800
Q9U0I1	PF3D7_0410700
Q9U0I2	PF3D7_0410600
Q9U0I3	PF3D7_0410500
Q9U0I4	PF3D7_0410400
Q9U0I5	PF3D7_0410300
Q9U0I6	PF3D7_0410000
Q9U0I8	PF3D7_0409800
Q9U0J0	PF3D7_0409600
Q9U0J2	PF3D7_0409400
Q9U0J3	PF3D7_0409300
Q9U0J4	PF3D7_0409200
Q9U0J6	PF3D7_0409000
Q9U0J7	PF3D7_0408900
Q9U0J8	PF3D7_0408800
Q9U0J9	PF3D7_0408700
Q9U0K0	PF3D7_0408600
Q9U0K3	PF3D7_0408300
Q9U0K4	PF3D7_0408200
Q9U0K5	PF3D7_0408100
Q9U0K6	PF3D7_0408000
Q9U0K7	PF3D7_0407900
Q9U0K8	PF3D7_0407800
Q9U0K9	PF3D7_0407700
Q9U0L0	PF3D7_0407600
Q9U0L2	PF3D7_0407400
Q9U0L3	PF3D7_0407300
Q9U0L4	PF3D7_0407200
Q9U0L6	PF3D7_0407000
Q9U0M0	PF3D7_0406600
Q9U0M7	PF3D7_0113400
Q9U0M8	PF3D7_0113300
Q9U0N0	PF3D7_0113100
Q9U0N1	PF3D7_0113000
Q9U0N2	PF3D7_0112900
Q9U0N3	PF3D7_0112800
Q9U0N4	PF3D7_0112200
Q9U0N5	PF3D7_0112100
Q9U5L9	PF3D7_0300400
Q9U5M0	PF3D7_0324600
Q9Y011	PF3D7_0314600
Q9Y013	PF3D7_0301300
