Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Computed GO Component IDs	Computed GO Components	Computed GO Function IDs	Computed GO Functions	Computed GO Process IDs	Computed GO Processes	Curated GO Component IDs	Curated GO Components	Curated GO Function IDs	Curated GO Functions	Curated GO Process IDs	Curated GO Processes	EC numbers	EC numbers from OrthoMCL
PF3D7_0823600	PF3D7_0823600.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,039,724..1,041,357(-)	lipoate-protein ligase B	N/A	N/A	GO:0033819	lipoyl(octanoyl) transferase activity	GO:0006464;GO:0009249	cellular protein modification process;protein lipoylation	GO:0020011;GO:0005739	apicoplast;mitochondrion	GO:0016979	lipoate-protein ligase activity	GO:0009107;GO:0009249	lipoate biosynthetic process;protein lipoylation	2.3.1.181 (Lipoyl(octanoyl) transferase);6.3.1.20 (Lipoate--protein ligase)	2.3.1.181 (Lipoyl(octanoyl) transferase);2.7.7.63 (Transferred entry: 6.3.1.20);6.3.1.20 (Lipoate--protein ligase)
PF3D7_0823700	PF3D7_0823700.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,041,365..1,042,613(-)	mitochondrial import receptor subunit TOM7, putative	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	GO:0005742;GO:0005739	mitochondrial outer membrane translocase complex;mitochondrion	N/A	N/A	GO:0006626	protein targeting to mitochondrion	N/A	N/A
PF3D7_0823800	PF3D7_0823800.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,042,935..1,046,408(+)	DnaJ protein, putative	GO:0016021	integral component of membrane	GO:0003676;GO:0000166	nucleic acid binding;nucleotide binding	N/A	N/A	GO:0005737;GO:0020020;GO:0005634	cytoplasm;food vacuole;nucleus	GO:0003723;GO:0051082	RNA binding;unfolded protein binding	GO:0051085;GO:0042026	chaperone cofactor-dependent protein refolding;protein refolding	N/A	1.8.4.- (With a disulfide as acceptor.);2.3.2.23 (E2 ubiquitin-conjugating enzyme);2.7.7.7 (DNA-directed DNA polymerase);5.3.4.1 (Protein disulfide-isomerase)
PF3D7_0823900	PF3D7_0823900.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,047,155..1,048,908(+)	dicarboxylate/tricarboxylate carrier	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	GO:0005743;GO:0005739	mitochondrial inner membrane;mitochondrion	GO:0005310;GO:0015367	dicarboxylic acid transmembrane transporter activity;oxoglutarate:malate antiporter activity	GO:0015742;GO:0006835;GO:0015743;GO:0006839	alpha-ketoglutarate transport;dicarboxylic acid transport;malate transport;mitochondrial transport	N/A	2.7.-.- (Transferring phosphorus-containing groups.)
PF3D7_0824000	PF3D7_0824000.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,049,233..1,051,936(-)	conserved Plasmodium protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0824100	PF3D7_0824100.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,052,541..1,054,493(+)	3'-5' exonuclease, putative	N/A	N/A	GO:0008408;GO:0008852;GO:0008853;GO:0003676	3'-5' exonuclease activity;exodeoxyribonuclease I activity;exodeoxyribonuclease III activity;nucleic acid binding	GO:0006139	nucleobase-containing compound metabolic process	GO:0005739	mitochondrion	N/A	N/A	N/A	N/A	3.1.11.1 (Exodeoxyribonuclease I);3.1.11.2 (Exodeoxyribonuclease III)	3.1.11.1 (Exodeoxyribonuclease I);3.1.11.2 (Exodeoxyribonuclease III)
PF3D7_0824200	PF3D7_0824200.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,054,798..1,059,140(+)	conserved Plasmodium protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0824300	PF3D7_0824300.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,059,246..1,061,567(-)	GTP-binding protein Obg2, putative	N/A	N/A	GO:0005525	GTP binding	N/A	N/A	GO:0005829;GO:0005739	cytosol;mitochondrion	GO:0005525	GTP binding	N/A	N/A	N/A	N/A
PF3D7_0824400	PF3D7_0824400.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,062,190..1,065,384(-)	nucleoside transporter 2	GO:0016021	integral component of membrane	GO:0005337	nucleoside transmembrane transporter activity	GO:1901642	nucleoside transmembrane transport	GO:0005783;GO:0016020	endoplasmic reticulum;membrane	GO:0005337	nucleoside transmembrane transporter activity	GO:0015858	nucleoside transport	N/A	N/A
PF3D7_0824500	PF3D7_0824500.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,066,036..1,067,958(+)	conserved protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0824600	PF3D7_0824600.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,068,408..1,070,384(+)	Fe-S cluster assembly protein DRE2, putative	GO:0005737;GO:0005758	cytoplasm;mitochondrial intermembrane space	GO:0051537;GO:0051539;GO:0009055;GO:0051536;GO:0046872	2 iron, 2 sulfur cluster binding;4 iron, 4 sulfur cluster binding;electron transfer activity;iron-sulfur cluster binding;metal ion binding	GO:0016226	iron-sulfur cluster assembly	GO:0005737	cytoplasm	N/A	N/A	GO:0016226	iron-sulfur cluster assembly	N/A	N/A
PF3D7_0824700	PF3D7_0824700.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,070,718..1,074,779(+)	lipase maturation factor, putative	GO:0005789;GO:0016021	endoplasmic reticulum membrane;integral component of membrane	N/A	N/A	N/A	N/A	GO:0016020	membrane	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0824800	PF3D7_0824800.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,075,261..1,080,181(+)	conserved Plasmodium membrane protein, unknown function	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	GO:0005667	transcription regulator complex	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0824900	PF3D7_0824900.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,079,441..1,083,413(-)	conserved Plasmodium protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0825000	PF3D7_0825000.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,085,451..1,091,286(+)	conserved Plasmodium protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005634	nucleus	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0825100	PF3D7_0825100.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,091,998..1,093,221(+)	ankyrin-repeat protein, putative	N/A	N/A	GO:0005515	protein binding	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0825200	PF3D7_0825200.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,093,439..1,094,936(+)	translation initiation factor IF-3	GO:0016021	integral component of membrane	GO:0003743	translation initiation factor activity	GO:0006413	translational initiation	GO:0005739	mitochondrion	GO:0043022;GO:0003743	ribosome binding;translation initiation factor activity	GO:0032790	ribosome disassembly	N/A	N/A
PF3D7_0825300	PF3D7_0825300.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,094,794..1,095,972(-)	SAYSvFN domain-containing protein, putative	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0825400	PF3D7_0825400.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,096,198..1,097,701(+)	ATP synthase-associated protein, putative	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	GO:0005739	mitochondrion	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0825500	PF3D7_0825500.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,097,742..1,100,613(+)	protein KRI1, putative	N/A	N/A	GO:0008270	zinc ion binding	N/A	N/A	GO:0030686;GO:0005730	90S preribosome;nucleolus	N/A	N/A	GO:0000447	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	N/A	N/A
PF3D7_0825600	PF3D7_0825600.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,100,637..1,101,453(-)	cytochrome c oxidase assembly factor 5, putative	GO:0005739	mitochondrion	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	GO:0033617	mitochondrial cytochrome c oxidase assembly	N/A	N/A
PF3D7_0825700	PF3D7_0825700.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,101,887..1,102,804(-)	crystalloid-specific PH domain-containing protein, putative	N/A	N/A	N/A	N/A	N/A	N/A	GO:0044312;GO:0005737	crystalloid;cytoplasm	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0825800	PF3D7_0825800.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,103,768..1,105,108(+)	PH-like domain-containing protein, putative	N/A	N/A	N/A	N/A	N/A	N/A	GO:0044312	crystalloid	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0825900	PF3D7_0825900.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,105,631..1,108,315(+)	conserved Plasmodium protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0826000	PF3D7_0826000.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,108,918..1,112,872(+)	conserved Plasmodium protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0826100	PF3D7_0826100.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,112,930..1,140,853(-)	HECT-like E3 ubiquitin ligase, putative	GO:0016021	integral component of membrane	GO:0004842	ubiquitin-protein transferase activity	N/A	N/A	GO:0005737	cytoplasm	GO:0061630;GO:0004842	ubiquitin protein ligase activity;ubiquitin-protein transferase activity	GO:0016049;GO:0045732;GO:0043161;GO:0000209;GO:0016567;GO:0006511	cell growth;positive regulation of protein catabolic process;proteasome-mediated ubiquitin-dependent protein catabolic process;protein polyubiquitination;protein ubiquitination;ubiquitin-dependent protein catabolic process	6.3.2.19 (Transferred entry: 2.3.2.23, 2.3.2.27 and 6.2.1.45)	6.3.2.19 (Transferred entry: 2.3.2.23, 2.3.2.27 and 6.2.1.45)
PF3D7_0826200	PF3D7_0826200.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,142,499..1,144,972(-)	alpha/beta hydrolase, putative	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	GO:0016787	hydrolase activity	N/A	N/A	N/A	3.4.11.5 (Prolyl aminopeptidase)
PF3D7_0826300	PF3D7_0826300.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,144,934..1,147,897(+)	SPRY domain, putative	GO:0048188	Set1C/COMPASS complex	GO:0005515	protein binding	GO:0051568	histone H3-K4 methylation	GO:0048188	Set1C/COMPASS complex	GO:0000976	transcription cis-regulatory region binding	GO:0051568	histone H3-K4 methylation	N/A	N/A
PF3D7_0826400	PF3D7_0826400.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,148,010..1,149,830(-)	cis-prenyltransferase	N/A	N/A	GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	N/A	N/A	GO:0005783	endoplasmic reticulum	GO:0002094;GO:0004659	polyprenyltransferase activity;prenyltransferase activity	GO:0019408;GO:0016094	dolichol biosynthetic process;polyprenol biosynthetic process	2.5.1.- (Transferring alkyl or aryl groups, other than methyl groups.);2.5.1.31 (Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific))	2.5.1.31 (Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific));2.5.1.68 ((2Z,6E)-farnesyl diphosphate synthase);2.5.1.86 (Trans,polycis-decaprenyl diphosphate synthase);2.5.1.87 (Ditrans,polycis-polyprenyl diphosphate synthase ((2E,6E)-farnesyldiphosphate specif
PF3D7_0826500	PF3D7_0826500.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,151,361..1,157,299(+)	ubiquitin conjugation factor E4 B, putative	GO:0000151	ubiquitin ligase complex	GO:0016874;GO:0004842;GO:0034450	ligase activity;ubiquitin-protein transferase activity;ubiquitin-ubiquitin ligase activity	GO:0016567;GO:0006511	protein ubiquitination;ubiquitin-dependent protein catabolic process	GO:0005737;GO:0005634	cytoplasm;nucleus	GO:0034450	ubiquitin-ubiquitin ligase activity	GO:0000209;GO:0030433	protein polyubiquitination;ubiquitin-dependent ERAD pathway	6.3.2.19 (Transferred entry: 2.3.2.23, 2.3.2.27 and 6.2.1.45)	6.3.2.19 (Transferred entry: 2.3.2.23, 2.3.2.27 and 6.2.1.45)
PF3D7_0826600	PF3D7_0826600.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,156,860..1,158,860(-)	SNARE protein, putative	GO:0016021	integral component of membrane	N/A	N/A	GO:0016192	vesicle-mediated transport	N/A	N/A	N/A	N/A	GO:0006886	intracellular protein transport	N/A	N/A
PF3D7_0826700	PF3D7_0826700.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,159,770..1,162,786(-)	receptor for activated c kinase	N/A	N/A	GO:0016301;GO:0005515	kinase activity;protein binding	N/A	N/A	GO:0005737;GO:0005829;GO:0022627;GO:1903561;GO:0005634	cytoplasm;cytosol;cytosolic small ribosomal subunit;extracellular vesicle;nucleus	GO:0003723;GO:0019899;GO:0005080;GO:0043022	RNA binding;enzyme binding;protein kinase C binding;ribosome binding	GO:0001934;GO:0051302;GO:0072344	positive regulation of protein phosphorylation;regulation of cell division;rescue of stalled ribosome	N/A	2.3.1.48 (Histone acetyltransferase);2.7.11.7 ([Myosin heavy-chain] kinase)
PF3D7_0826800	PF3D7_0826800.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,161,232..1,161,329(-)	small nucleolar RNA snoR05	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0826900	PF3D7_0826900.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,164,491..1,167,540(+)	conserved Plasmodium protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0827000	PF3D7_0827000.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,167,240..1,171,585(-)	ATP-dependent RNA helicase DBP10, putative	N/A	N/A	GO:0005524;GO:0003724;GO:0004386;GO:0003676	ATP binding;RNA helicase activity;helicase activity;nucleic acid binding	N/A	N/A	GO:0005730	nucleolus	GO:0005524;GO:0003723	ATP binding;RNA binding	GO:1902626	assembly of large subunit precursor of preribosome	3.6.4.13 (RNA helicase)	3.6.3.- (Acting on acid anhydrides; catalyzing transmembrane movement of substances.);3.6.4.13 (RNA helicase)
PF3D7_0827100	PF3D7_0827100.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,172,102..1,177,112(+)	translation initiation factor IF-2, putative	N/A	N/A	GO:0005525;GO:0003924	GTP binding;GTPase activity	N/A	N/A	GO:0005829;GO:0005739	cytosol;mitochondrion	GO:0005525;GO:0003924;GO:0003743	GTP binding;GTPase activity;translation initiation factor activity	GO:0006413	translational initiation	N/A	N/A
PF3D7_0827200	PF3D7_0827200.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,177,310..1,180,324(+)	conserved Plasmodium protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0827300	PF3D7_0827300.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,181,264..1,183,916(+)	conserved Plasmodium protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0827400	PF3D7_0827400.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,184,595..1,185,251(+)	conserved protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0827500	PF3D7_0827500.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,185,861..1,187,510(+)	ribosomal protein L21, apicoplast, putative	GO:0005840	ribosome	GO:0003723;GO:0019843;GO:0003735	RNA binding;rRNA binding;structural constituent of ribosome	GO:0006412	translation	GO:0020011;GO:0005762;GO:0005739;GO:0000311	apicoplast;mitochondrial large ribosomal subunit;mitochondrion;plastid large ribosomal subunit	GO:0003735	structural constituent of ribosome	GO:0006412	translation	N/A	N/A
PF3D7_0827600	PF3D7_0827600.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,187,168..1,193,439(-)	conserved Plasmodium protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	GO:0020011	apicoplast	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0827700	PF3D7_0827700.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,193,847..1,196,678(-)	magnesium transporter, putative	GO:0016021	integral component of membrane	GO:0015095	magnesium ion transmembrane transporter activity	GO:0015693	magnesium ion transport	GO:0016020	membrane	N/A	N/A	GO:0015693	magnesium ion transport	N/A	N/A
PF3D7_0827800	PF3D7_0827800.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,198,717..1,206,312(+)	SET domain protein, putative	N/A	N/A	GO:0018024;GO:0005515	histone-lysine N-methyltransferase activity;protein binding	N/A	N/A	GO:0034399;GO:0005634	nuclear periphery;nucleus	N/A	N/A	GO:0009410	response to xenobiotic stimulus	2.1.1.43 (Transferred entry: 2.1.1.354)	2.1.1.43 (Transferred entry: 2.1.1.354)
PF3D7_0827900	PF3D7_0827900.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,206,438..1,209,016(-)	protein disulfide-isomerase	N/A	N/A	GO:0003756	protein disulfide isomerase activity	N/A	N/A	GO:0009986;GO:0005783;GO:0005788;GO:0020020;GO:0020009;GO:0005634;GO:0020003	cell surface;endoplasmic reticulum;endoplasmic reticulum lumen;food vacuole;microneme;nucleus;symbiont-containing vacuole	GO:0003723;GO:0005515;GO:0003756	RNA binding;protein binding;protein disulfide isomerase activity	GO:0006457;GO:0034976	protein folding;response to endoplasmic reticulum stress	5.3.4.1 (Protein disulfide-isomerase)	1.14.11.2 (Procollagen-proline 4-dioxygenase);2.4.1.119 (Transferred entry: 2.4.99.18);2.4.99.18 (Dolichyl-diphosphooligosaccharide--protein glycotransferase);5.3.4.1 (Protein disulfide-isomerase)
PF3D7_0828000	PF3D7_0828000.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,210,692..1,211,860(+)	rhomboid protease ROM3	GO:0016021	integral component of membrane	GO:0004252	serine-type endopeptidase activity	GO:0006508	proteolysis	N/A	N/A	GO:0008233	peptidase activity	GO:0006465	signal peptide processing	3.4.21.- (Serine endopeptidases.);3.4.21.105 (Rhomboid protease)	3.4.21.105 (Rhomboid protease)
PF3D7_0828100	PF3D7_0828100.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,211,965..1,215,795(-)	conserved Plasmodium protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0828200	PF3D7_0828200.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,215,932..1,221,181(+)	leucine--tRNA ligase, putative	GO:0016021	integral component of membrane	GO:0005524;GO:0002161;GO:0004812;GO:0004823;GO:0000166	ATP binding;aminoacyl-tRNA editing activity;aminoacyl-tRNA ligase activity;leucine-tRNA ligase activity;nucleotide binding	GO:0006429;GO:0006418	leucyl-tRNA aminoacylation;tRNA aminoacylation for protein translation	GO:0020011;GO:0005739	apicoplast;mitochondrion	GO:0004823	leucine-tRNA ligase activity	GO:0006429;GO:0032543;GO:0006412	leucyl-tRNA aminoacylation;mitochondrial translation;translation	6.1.1.4 (Leucine--tRNA ligase)	4.1.1.97 (2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase);6.1.1.4 (Leucine--tRNA ligase)
PF3D7_0828300	PF3D7_0828300.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,220,018..1,223,432(-)	conserved protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005634	nucleus	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0828400	PF3D7_0828400.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,223,542..1,226,051(-)	mitochondrial inner membrane protein OXA1, putative	GO:0016021	integral component of membrane	GO:0032977	membrane insertase activity	N/A	N/A	GO:0031305;GO:0005739	integral component of mitochondrial inner membrane;mitochondrion	GO:0032977	membrane insertase activity	GO:0033617;GO:0051205;GO:0032979	mitochondrial cytochrome c oxidase assembly;protein insertion into membrane;protein insertion into mitochondrial inner membrane from matrix	N/A	N/A
PF3D7_0828500	PF3D7_0828500.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,226,140..1,228,476(-)	translation initiation factor eIF-2B subunit alpha, putative	N/A	N/A	GO:0003743	translation initiation factor activity	GO:0044237	cellular metabolic process	GO:0005851	eukaryotic translation initiation factor 2B complex	GO:0003743	translation initiation factor activity	GO:0006446;GO:0006413	regulation of translational initiation;translational initiation	5.3.1.23 (S-methyl-5-thioribose-1-phosphate isomerase)	5.3.1.23 (S-methyl-5-thioribose-1-phosphate isomerase);5.3.1.29 (Ribose 1,5-bisphosphate isomerase)
PF3D7_0828600	PF3D7_0828600.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,229,407..1,232,493(-)	folate transporter 1	N/A	N/A	N/A	N/A	N/A	N/A	GO:0016021;GO:0005886	integral component of membrane;plasma membrane	GO:0008517	folic acid transmembrane transporter activity	N/A	N/A	N/A	N/A
PF3D7_0828700	PF3D7_0828700.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,232,769..1,236,746(+)	coiled-coil domain-containing protein 39, putative	GO:0005930	axoneme	N/A	N/A	GO:0003341;GO:0036159	cilium movement;inner dynein arm assembly	GO:0005930;GO:0005737	axoneme;cytoplasm	N/A	N/A	GO:0003341;GO:0060285;GO:0036159	cilium movement;cilium-dependent cell motility;inner dynein arm assembly	N/A	N/A
PF3D7_0828800	PF3D7_0828800.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,237,184..1,241,229(-)	GPI-anchored micronemal antigen	GO:0016021	integral component of membrane	N/A	N/A	N/A	N/A	GO:0046658;GO:0009986;GO:0005737;GO:0031244;GO:0020009;GO:0044310	anchored component of plasma membrane;cell surface;cytoplasm;extrinsic component of cell outer membrane;microneme;osmiophilic body	GO:0046812;GO:0046789	host cell surface binding;host cell surface receptor binding	GO:0044409	entry into host	N/A	N/A
PF3D7_0828900	PF3D7_0828900.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,241,589..1,243,830(-)	conserved protein, unknown function	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0829000	PF3D7_0829000.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,244,473..1,251,543(+)	conserved Plasmodium membrane protein, unknown function	GO:0016021;GO:0005634	integral component of membrane;nucleus	GO:0003682	chromatin binding	GO:0007049;GO:0010468	cell cycle;regulation of gene expression	GO:0016020	membrane	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0829100	PF3D7_0829100.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,251,559..1,253,831(+)	coiled-coil domain-containing protein 124, putative	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005634	nucleus	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_0829200	PF3D7_0829200.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,254,054..1,255,517(+)	prohibitin 1	GO:0016020;GO:0005743	membrane;mitochondrial inner membrane	N/A	N/A	N/A	N/A	GO:0005739	mitochondrion	GO:0005515	protein binding	GO:0007005;GO:0042127;GO:0009410	mitochondrion organization;regulation of cell population proliferation;response to xenobiotic stimulus	N/A	N/A
PF3D7_0829300	PF3D7_0829300.1	Plasmodium falciparum 3D7	Pf3D7_08_v3:1,255,816..1,257,815(+)	U6 snRNA-associated Sm-like protein LSm8, putative	GO:0046540;GO:0005688	U4/U6 x U5 tri-snRNP complex;U6 snRNP	N/A	N/A	GO:0000398	mRNA splicing, via spliceosome	GO:0046540;GO:0005688;GO:0071011;GO:0005732	U4/U6 x U5 tri-snRNP complex;U6 snRNP;precatalytic spliceosome;sno(s)RNA-containing ribonucleoprotein complex	GO:0003723;GO:0017070	RNA binding;U6 snRNA binding	GO:0016070;GO:0000398	RNA metabolic process;mRNA splicing, via spliceosome	N/A	N/A
